Country Name,country_code,Indicator Name,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Libya,LBY,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,-5.566230603,-0.172521972,-15.91173292,-6.437945408,-13.47577355,-17.4564761,-2.857068378,-4.521853726,-12.99319769,41.92524865,-7.148731162,-10.35995129,-2.735044771,13.57295562,28.18811838,8.86
St. Lucia,LCA,Real interest rate (%),-2.63,5.913103335,23.11125538,11.04926236,-4.144224145,9.86814334,9.833815244,5.573190268,10.4969677,6.350404808,2.681317941,6.089792127,10.87546923,10.70222547,8.267746271,7.250363083,12.30265291,9.53408906,8.76067737,10.22054708,11.81528447,14.01282571,12.12586335,9.287497971,10.28978127,3.469106,5.332397301,6.304614312,7.36560346,10.23099536,5.946236724,9.394815702,7.364404698,1.827408044,5.207294001,4.230026886
Latin America & Caribbean,LCN,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Least developed countries: UN classification,LDC,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Low income,LIC,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Liechtenstein,LIE,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Sri Lanka,LKA,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,0.514847021,4.676585245,1.468679127,0.611364963,0.312845408,1.413562673,2.6732136,2.204690475,9.248011791,-10.2457951,5.374439944,2.214144016,5.851468925,4.786022237,6.267777191
Lower middle income,LMC,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Low & middle income,LMY,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Lesotho,LSO,Real interest rate (%),-21.53231187,2.15219964,22.96715836,3.459962544,8.769773034,0.807771146,-2.440022224,-0.546631972,-5.341751707,3.405381814,7.520733241,1.844037158,3.783612427,4.074970708,6.016113702,3.154220338,11.04345585,8.268648114,9.224945363,10.10923966,10.17067381,4.558152776,2.541936266,13.25297161,2.531567097,5.469852928,2.607097868,22.31235972,-0.459524903,10.40747905,5.581261703,0.912815248,7.768875781,-0.326350266,-3.240846146,0.333519997
Late-demographic dividend,LTE,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Lithuania,LTU,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Luxembourg,LUX,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Latvia,LVA,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
"Macao SAR, China",MAC,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,0.837770926,-4.587906573,-0.728410852,-1.710777629,-0.474799911,-2.001758627,-6.526947724,-2.771999335,1.123579962,1.58802638,7.128724021,7.934639753,13.16960353,10.77648042,11.8430785,9.609660618,7.546065075,5.946571497,4.001077308,1.401629435,0.941662158,-0.876716129,-4.221314991,4.288085786,0.438451414,-2.084546763,-1.562694979,-2.304484114,-3.201060868,0.704150852
St. Martin (French part),MAF,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Morocco,MAR,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Monaco,MCO,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Moldova,MDA,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,6.894449052,18.50801423,19.51665652,-3.038070878,5.063989504,14.81401255,12.46889604,3.850743784,11.99332884,9.069245847,4.152944191,2.516018796,10.81971634,17.98461812,-12.71140634,5.774284463,5.579684328,8.054277283,4.381965474,4.184643965
Madagascar,MDG,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,12.13869151,12.46330729,15.60234805,9.106190167,14.23774468,-7.708603894,-9.582880009,13.1421813,24.73047361,19.5744623,18.71538153,13.71748554,16.29313652,7.512090329,26.40392901,9.307729864,6.345836979,15.69472563,27.1897603,33.97056149,35.24764237,32.46410144,38.15134299,48.03324402,50.7601032,49.90850314,47.14666449
Maldives,MDV,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,6.050100496,6.616427941,12.26570747,6.2318959,7.341436423,-27.41665795,9.37566872,6.928657382,0.259670665,1.005356529,2.691512948,0.12489469,-0.715392507,-0.926644374,7.284516261,-2.164305223,3.4715843,4.426887087,6.476058958,2.938331263
Middle East & North Africa,MEA,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Mexico,MEX,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,-13.17394589,9.640149781,15.1424992,7.776112148,2.859180973,9.467796798,6.580099445,5.19659251,6.368742912,2.566237995,2.867224184,-0.484780798,3.609083841,1.0551937,1.674815923,2.385980831,2.998948719,0.703697863,-0.880588209,0.590881552,2.699802797,-0.850301498,0.587426403
Marshall Islands,MHL,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Middle income,MIC,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
North Macedonia,MKD,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,7.265168467,8.042405696,5.650167967,4.494107878,10.8427361,8.481425489,5.667228211,7.985221755,3.831266848,6.228067079,5.34575818
Mali,MLI,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,1.095290981,0.085806009,0.188054616,-2.136725008,0.326434553,0.717035021,-6.174714749,0.414662156,4.604815706,4.018706833,2.207017728
Malta,MLT,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,-1.48729566,6.609609557,6.970941279,6.783916198,6.880854589,18.38006745,2.376834373,3.224692975,3.905326774,3.144542175,3.502985653,3.420161938,3.866031641,2.57506817,2.401448764,1.390293346,3.581676748,2.502694297,2.374774467,7.38,8.86
Myanmar,MMR,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,-5.981112405,-0.280963041,-0.98132958,-6.787112016,-10.88612296,-6.627233312,6.97373881,3.573257124,-11.99402232,-7.969384995,6.989823975,5.75633487,-0.475723768,-1.362914856,2.682260874,11.18152129,14.05053599,10.51251043,8.986227982,11.7566109,11.25475484,7.035856968
Middle East & North Africa (excluding high income),MNA,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Montenegro,MNE,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,7.743115165,0.951082152,-5.893611091,1.495141317,6.787809769,7.800658921,8.38313881,9.368898457,7.174729524,8.290364575,6.56797931
Mongolia,MNG,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,50.9791099,29.87558752,22.27952707,24.35655031,27.40158408,19.65780615,12.66747256,8.719842378,4.055995556,9.137236011,-0.712580734,19.48433853,-13.7301743,1.29445836,4.725331322,15.13409784,10.77405246,18.838079
Northern Mariana Islands,MNP,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Mozambique,MOZ,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,17.4111993,17.36431507,9.397588999,6.763935326,6.009277961,15.14633366,19.49731754,14.60539709,11.4522262,9.907117917,11.13747395,12.37426564,14.45329142,7.651995254,15.41007854,12.90033323,11.98743004,13.42470047,6.767287783
Mauritania,MRT,Real interest rate (%),5.117486184,4.414200729,1.738679655,4.423258493,0.980405528,1.591977311,4.418923375,1.392216643,6.278804875,1.874372834,7.168106839,-22.21371538,9.543413358,5.066841576,6.367719544,17.00805782,19.7756894,8.853672924,5.950435649,22.16710786,18.08317785,15.75537537,13.38634391,15.80556499,9.070382745,7.416376436,8.685112483,13.41139244,8.686177856,19.93046421,-4.36736173,-0.465994035,16.46909059,11.97461481,32.76795082,22.8912964
Mauritius,MUS,Real interest rate (%),-11.70863593,1.193896783,4.142518215,6.129501947,5.384448147,5.20687014,5.842087418,1.071604916,3.67211273,4.572312981,6.706570629,8.461089678,11.17133141,6.74153132,11.60075679,14.61938362,12.90672307,13.12385499,12.1098109,14.124817,16.78843043,13.9996916,13.9152847,14.55817327,13.24768653,16.44432853,9.041725016,12.52521687,5.539934787,9.969420868,7.662271804,5.578830183,6.051931317,5.595201535,6.916949698,7.467457293
Malawi,MWI,Real interest rate (%),0.754721905,1.799104675,8.058069563,6.386387635,3.30573383,8.669871867,4.837239273,2.37837667,-6.744743421,0.400390989,9.343112023,8.408556017,7.701142712,1.034005684,3.826622085,-16.8639659,-4.602873197,6.136607321,15.15550944,9.945219847,17.3066457,24.31428075,-29.22136223,34.95417997,19.14440701,20.17504782,10.23841066,22.68551349,11.89045703,16.07989435,11.14611158,8.480538295,12.47173731,14.69812997,19.36231212,19.78896166
Malaysia,MYS,Real interest rate (%),3.045538127,10.71638514,9.590517575,5.537334858,7.077983515,14.38950648,22.95687765,2.503824189,5.481540543,4.244741986,4.795417725,5.56337121,7.564791778,5.812133912,4.643983009,4.917892769,6.041122478,6.90550976,3.350681619,8.514010655,-1.085738977,8.848512896,3.296312371,2.906032398,0.034478791,-2.673174104,2.409000977,1.456735347,-3.903381938,11.78239296,-2.113277326,-0.471868634,3.748419374,4.467530817,2.068518216,3.307037704
North America,NAC,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Namibia,NAM,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,16.39488875,9.018394062,6.9397894,-2.827316484,11.08610642,3.45889198,12.19830926,11.49871896,10.95554851,3.591989766,2.992616599,3.485247986,13.26116179,9.161986184,4.746221087,1.621700839,3.292021005,2.501098534,3.901924605,5.778789664,4.734508011,-2.344442065,4.084375542,0.428951201,5.25645279
New Caledonia,NCL,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Niger,NER,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,2.034613045,3.192699986,-2.134777361,-4.671742816,0.755772672,1.583270972,1.235252146,-0.255604359,5.677634439,5.767407213,2.840837677
Nigeria,NGA,Real interest rate (%),-3.547418212,-65.8571487,-4.586180209,-8.022386443,4.342492624,2.34323058,4.310292242,-4.769644808,-2.962676481,-6.612412439,17.46624444,0.990847349,-14.98716799,-7.052474658,-15.92023297,-31.4525655,-5.260784138,12.12661189,11.48466906,6.047248346,-1.140888642,12.1387025,3.023542275,9.935713387,-2.60484706,-1.593680481,-5.627968049,9.187171228,6.684908635,18.18000167,1.067736064,5.685579859,6.224808614,11.20162222,11.35621303,13.59615325
Nicaragua,NIC,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,628.3196663,-88.42983653,-97.69347712,-97.52007697,-6.352399138,-3.18962072,-50.15877011,2.544035706,6.702558498,6.761060222,3.219692695,7.642792252,8.821366263,10.5477281,14.57340719,9.700975336,4.071982855,2.033608263,3.437427884,3.070446885,-2.607532413,7.552268118,6.767105012,0.293302879,5.412250161,10.1918753,4.747307775,4.148887158
Netherlands,NLD,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,2.147404196,1.325944635,0.782402683,0.180968513,0.812095934,1.527566877,0.766842868,0.956074205,2.480558658,2.246040171,1.758750133,0.802043739,1.802856644,0.176340359,0.217232399,7.38,8.86
Norway,NOR,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,1.750086289,3.909700947,6.541619417
Nepal,NPL,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Nauru,NRU,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
New Zealand,NZL,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,7.793469009,6.503623853,4.827070532,3.648835738,6.817109678,4.649149157,4.166619667,5.61648034,5.441568961,3.1071738,6.169441387,3.826027815,3.085692803,3.571432485,5.974248881,1.25315487,5.368747069,4.241004874
OECD members,OED,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Oman,OMN,Real interest rate (%),-2.63,2.5,5.45,3.86,15.81237353,10.80331681,38.4944133,-1.688826099,7.926483097,9.852250304,-12.00501715,19.74477056,7.987241168,15.09277886,8.873425538,7.395702839,1.754863731,11.67648075,27.44845406,-0.4575769,-6.189609837,14.8318239,3.935771308,-1.770370832,-4.484766254,-12.39626523,-5.577276618,-0.826940335,-20.12900398,43.34256566,-18.86496965,-8.079733794,2.214694239,7.911581547,3.407896829,29.71419215
Other small states,OSS,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Pakistan,PAK,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,-0.068118194,1.142345815,1.94234451,4.189272918,-0.236896632,-5.079301224,2.879795804,-4.367503613,7.125312698,4.692979943,4.020467658,5.806906383
Panama,PAN,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,12.0462449,9.233804584,10.08691832,9.468529235,11.87557772,9.84225276,8.764677066,8.696084724,6.726159394,6.797830781,6.582834341,3.785734018,0.351852259,1.085467085,4.601493233,1.581793055,1.458367764,1.799473067,2.627104493,3.919027843
Peru,PER,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,-39.27262311,-19.1314401,-28.95887076,-62.77055682,-45.6462856,-31.45967671,61.18594165,46.60393798,32.69033995,22.62187752,19.8771272,19.91616472,22.02446488,25.86627529,31.20635655,25.56984775,24.41195004,20.63384586,18.87154951,17.3087052,21.28436819,15.11949891,21.05116741,22.32387459,18.5944908,12.54947337,11.17808786,17.82002249,16.90330807,12.99478509,13.06382202
Philippines,PHL,Real interest rate (%),-0.205360307,3.194510284,8.722557009,4.367419453,-16.1900974,9.86720639,14.23028288,5.433439049,5.613499008,9.321476331,9.880982094,5.737752333,10.74992507,7.371178616,4.539880392,6.540052153,6.640220278,9.425890842,5.771212917,5.117438947,4.810493245,6.421884237,4.708199924,6.085285047,3.955247393,4.035489721,4.44011945,5.357597019,1.466578322,5.672578241,3.163508983,2.640950503,3.613268958,3.630934122,2.399600243,6.34358649
Palau,PLW,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Papua New Guinea,PNG,Real interest rate (%),-2.63,2.5,5.45,-5.963786775,2.979267138,9.763348576,10.82952181,3.676954599,4.407347673,17.61143188,10.92868095,6.704507845,11.33227138,14.13611189,1.777954877,-2.33963429,11.28694944,1.865602659,2.759041661,7.046922706,3.925717979,8.692587939,1.423750151,7.4062393,15.55308044,-0.635761691,-31.1172423,6.792383876,-2.210867236,15.74155594,0.480973312,1.81485584,11.4555568,6.316495981,3.735335805,10.08781132
Poland,POL,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Pre-demographic dividend,PRE,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Puerto Rico,PRI,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
"Korea, Dem. People's Rep.",PRK,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Portugal,PRT,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Paraguay,PRY,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,25.24181269,25.34473234,22.81907784,27.75467857,16.32145238,21.89273802,14.20353864,16.42689975,22.65700468,37.0207819,24.08131359,19.13485083,23.8660041,14.45835025,15.68312465,27.98723539,24.3017624,11.70584739,11.79426984,14.31208516,17.81994433,17.84574245
West Bank and Gaza,PSE,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,12.75706267,7.274690462,2.214923387,3.061237667,-8.393294113,4.256106484,-6.062534962,1.296514079,3.986036855,1.681032604,2.639404194,10.89292287
Pacific island small states,PSS,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Post-demographic dividend,PST,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
French Polynesia,PYF,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
